lat [deg],lon [deg],priority,duration [s]
-85.8335857471565,-14.22931187471924,9.0,6826.0
-86.71995410109234,-14.824546951797451,3.0,13855.0
-85.45623219165336,-14.833001124923577,10.0,11900.0
-84.52340533682066,-16.31112223417424,4.0,3883.0
-85.236398552066,-16.5019878009734,5.0,8319.0
-84.83113837162958,-15.515855969500134,6.0,9494.0
-86.907155192278,-14.670527972474156,6.0,9420.0
-86.16635730593907,-12.691827175345232,5.0,10178.0
-85.40684208218346,-15.277444698392928,10.0,10201.0
-84.30947646358923,-4.874156320553887,2.0,7280.0
-84.52758758082419,-4.867384739653865,2.0,9816.0
-85.8114323995143,-6.424116022448516,6.0,10512.0
-85.5637912269739,-3.442486264128269,1.0,4692.0
-84.00785364517178,-4.192431620211002,3.0,9280.0
-86.859905229036,-3.6224918259968826,10.0,5054.0
-83.09119797160177,-6.327926676969132,9.0,4485.0
-86.90718381265535,-4.277275441816482,7.0,4622.0
-85.4632985229477,-5.677003466036467,2.0,4467.0
-84.5721151086584,-2.5949568294926086,7.0,12794.0
-84.15861265213137,7.227109488859584,1.0,9815.0
-85.07720348669383,5.297579827760277,9.0,8400.0
-82.13672026539885,5.261207683242655,5.0,13172.0
-84.05221011387057,4.444359081644899,3.0,8029.0
-84.93982775211803,3.74326116937222,2.0,9847.0
-83.25587177344843,4.509064292698071,1.0,13389.0
-84.33938760923716,5.820889533761847,5.0,12200.0
-83.39385410856646,3.3295937575239187,7.0,9780.0
-85.26985192059442,3.863270282056375,6.0,11347.0
-84.93305682371516,4.827242228294188,1.0,11219.0
-84.25764530552266,15.059745020945051,6.0,3687.0
-85.25576438818152,16.258127295618497,1.0,4638.0
-84.84916283346854,14.26176284822123,4.0,4387.0
-84.45858300976286,15.137430696154931,7.0,7361.0
-85.35076704530968,13.807198771545906,7.0,8471.0
-88.27643995558634,15.326695607284485,7.0,5848.0
-86.40473181680018,14.917537688870828,8.0,5726.0
-84.54960714474903,14.1508248422718,1.0,5945.0
-84.25241027582433,15.674079883989062,10.0,7811.0
-85.42170929475847,15.59249989339418,5.0,9108.0
-83.6646357372929,25.03458301158332,3.0,6092.0
-84.21183114056913,24.309993911193864,10.0,6096.0
-84.06118077463103,25.003290102301936,3.0,6406.0
-84.17236160236996,23.390296866814698,8.0,12463.0
-87.05624512128597,24.274066967402124,10.0,4176.0
-83.83270856795043,23.820497112351507,8.0,7787.0
-85.85849482749772,26.42981928065845,6.0,8940.0
-84.86901799291557,24.321018714844456,10.0,10006.0
-86.35381458483774,24.798641782151652,8.0,6969.0
-85.39508420951921,24.41911836015118,5.0,10935.0
-85.96924545944078,34.57818341451029,4.0,12917.0
-84.97866559218352,36.34859586349769,10.0,8326.0
-84.51694199413643,35.53717203132904,1.0,6141.0
-84.85363628716603,35.58485947225525,7.0,4072.0
-86.21880024802854,36.42207043867961,4.0,3712.0
-85.92662304509544,36.236842914081066,8.0,4239.0
-85.7285389136825,35.84260724849196,4.0,6460.0
-83.23550279394216,32.88063291918255,5.0,5770.0
-83.80273070708122,34.57216894732119,8.0,11896.0
-84.63402880126115,34.83951755647735,6.0,11160.0
-85.33034349232842,45.32217370898962,2.0,11999.0
-86.17779566989772,44.453541838974594,4.0,7733.0
-85.93342675149296,44.85539963603687,4.0,11719.0
-84.27594040665863,45.73682470000816,10.0,11950.0
-86.10847609713652,42.467509842169285,10.0,11697.0
-85.1842447519318,46.40991229887213,10.0,13715.0
-84.98439406030656,46.4739075365944,9.0,4366.0
-84.35679417886723,44.72849312518916,7.0,5059.0
-85.38472258655743,45.81704124233276,6.0,10813.0
-85.18385632332759,44.88816692574898,1.0,12421.0
-84.96325048979105,55.79040800494933,6.0,3825.0
-87.27264368969747,55.61103463092508,3.0,9453.0
-85.57142243630358,55.74102981746167,4.0,13976.0
-86.58081320852901,55.81772209548593,8.0,11789.0
-85.73590308987174,55.66893534042006,1.0,10233.0
-85.17050840119425,54.55553740229639,4.0,13080.0
-85.03123849755856,55.04240643826294,3.0,5996.0
-85.12437950826548,54.67672881058213,8.0,9277.0
-85.46258719830502,52.96853955787426,10.0,13240.0
-84.73843262983945,57.46165782813918,7.0,5535.0
-83.37814586118529,64.52863782685421,3.0,13333.0
-84.7497533329268,66.55291654573216,3.0,8102.0
-86.18651104242211,65.98885652663132,3.0,11911.0
-86.09351744856338,63.79340222844042,1.0,7310.0
-86.10968672102743,64.27089317533147,10.0,9576.0
-85.00373357966492,66.88741357273102,7.0,6323.0
-84.64817155372256,65.12566183596151,9.0,10640.0
-85.18856448441265,66.04340779735271,2.0,11254.0
-85.6176306310228,64.61937113161349,6.0,4267.0
-85.8559320745231,66.42034919598144,3.0,9000.0
-84.34378440739674,73.55290993411144,8.0,6947.0
-85.56762354826222,75.18974975114888,10.0,7882.0
-87.07691736704405,73.68712159161355,6.0,6293.0
-86.03694547243178,76.26763264217293,5.0,12263.0
-86.05293021377958,76.64863634261303,8.0,6198.0
-84.04698023264375,75.30420062463342,3.0,4439.0
-85.51207827516338,74.68170993440087,1.0,11524.0
-86.48016361830776,75.8081296093318,4.0,5402.0
-83.79601784883725,76.85016584067174,4.0,4061.0
-83.20516519881976,73.96174806748235,1.0,12403.0
-86.2706350086741,85.33282397649154,6.0,9458.0
-85.42026366282134,84.69288463361974,1.0,6083.0
-84.701717189378,83.63230349132488,2.0,13285.0
-85.90845986563097,85.16390935720399,6.0,10456.0
-85.51037220031276,84.81175145635724,10.0,13925.0
-84.84036379196888,85.23081386728697,6.0,4091.0
-84.81076407052674,85.56486271578684,7.0,7797.0
-86.96948000224967,84.41435454697356,3.0,9832.0
-83.09881424636907,87.01753759847337,9.0,4862.0
-84.47947168409067,83.00502148064358,3.0,8530.0
-85.48093406686858,96.05939399899157,10.0,9281.0
-83.73554651200529,97.43212672974728,5.0,6590.0
-85.77218602947634,95.56055523015156,2.0,10739.0
-85.3664844939136,94.57841635336136,3.0,6792.0
-85.29422603796522,94.6631494565426,10.0,11934.0
-85.39454052866235,96.716961943559,10.0,13046.0
-82.97001788722665,94.94674961437848,2.0,5251.0
-83.18340355677152,95.4114306866728,7.0,12171.0
-84.57166966513799,95.80033631002556,4.0,4305.0
-85.17521027885198,95.12599381717423,4.0,3773.0
-85.3549806844341,105.98154896594724,3.0,12886.0
-85.25306204681061,106.42620414519928,5.0,4128.0
-86.18770433405474,103.85579808919488,7.0,5028.0
-85.0854085317045,107.11269009957624,9.0,6977.0
-85.96726799192608,104.58953058691698,4.0,6241.0
-84.60989170092512,106.0043304235437,1.0,7515.0
-86.11774289844246,106.06730829121037,8.0,7092.0
-85.57220335055642,104.444876014888,2.0,8369.0
-85.7518594467176,107.14161529584185,5.0,9671.0
-86.29809600151722,106.00917460185522,9.0,9925.0
-83.87649578787972,114.94769030434196,4.0,5809.0
-86.30863675700554,116.08460824682784,6.0,6808.0
-86.32119852024906,115.54038966231242,7.0,8198.0
-85.4333760864829,114.79861344238502,6.0,10808.0
-85.0505093521001,113.7280723930902,2.0,11034.0
-85.2314012058919,115.49799349713828,6.0,13590.0
-85.11824859764737,115.6221229029318,6.0,8623.0
-84.63249212664158,115.74811609278171,10.0,12164.0
-84.58102392284587,114.6211666034237,6.0,11661.0
-84.92803546265239,113.8614637188827,8.0,9186.0
-84.80516659473471,125.03142359902888,8.0,13350.0
-85.94288522447154,125.09404080681566,10.0,10392.0
-83.09327147925225,124.62900249993966,8.0,8703.0
-86.41099150035865,125.89590639229012,8.0,12987.0
-83.25931408350931,124.62365274123154,1.0,10406.0
-84.70142171198636,124.88135905490954,7.0,8619.0
-87.20704993233419,124.20861512001493,3.0,11575.0
-85.55480567305936,124.70710175725816,2.0,8669.0
-84.62532029497706,124.77351328096891,2.0,12823.0
-83.80779048737895,124.73179768021716,9.0,4449.0
-84.24345721007863,135.59375145464006,9.0,11567.0
-83.99719240696645,134.19899659610604,7.0,11224.0
-85.87194666433024,137.23078304005645,6.0,9043.0
-86.08483101009178,135.46387259042214,7.0,3669.0
-84.80857562268154,134.9204222719447,10.0,3675.0
-84.54840515359147,135.02034605025128,9.0,4174.0
-85.30941028702763,135.99267789087304,6.0,10368.0
-85.78633625948805,135.35323063844888,4.0,9745.0
-83.8947590331667,136.23427912454017,1.0,11302.0
-85.1700371434845,134.91077476126242,6.0,12944.0
-85.96654816886198,145.71601891312469,5.0,10396.0
-85.01855802079594,144.13507034364176,6.0,9017.0
-85.80841332675752,145.96506807609887,1.0,5973.0
-84.90244268642383,144.5826855872706,10.0,9513.0
-86.08510909918354,144.33017608088323,9.0,7307.0
-84.46016748436128,145.10982843461525,5.0,9021.0
-85.09153138624559,145.01860554262146,3.0,12533.0
-84.51102881463133,145.26960703890308,4.0,14320.0
-86.11514047374075,143.96879210155925,3.0,5806.0
-82.68145514196274,143.7374705759434,7.0,6620.0
-85.10490810693001,155.7580363159864,3.0,9435.0
-84.75137321525621,153.8509862080888,1.0,13358.0
-85.01057198343986,155.47208819505622,6.0,11806.0
-85.03034151376501,155.22167845771992,10.0,8337.0
-85.02796973479619,156.6113082850686,2.0,8644.0
-84.96803983249839,155.17555986295866,2.0,7410.0
-84.31907864857698,154.24835846450415,2.0,14253.0
-85.27181817807069,153.0169198640574,3.0,5900.0
-85.45113666156806,155.0653297171523,4.0,11491.0
-83.06503088746801,155.7562788425809,9.0,6982.0
-84.766229549734,165.49199660861805,3.0,8238.0
-84.72829827266239,164.06805608592,6.0,4031.0
-83.09862531854868,164.73324421846084,10.0,8553.0
-86.35327229019896,165.40917747154023,3.0,8498.0
-84.97867750958281,165.66234730184172,6.0,6911.0
-85.91470588624333,164.85405722539548,4.0,6553.0
-84.31373078365863,165.8176521412927,6.0,13406.0
-83.03597416411363,163.84774990926198,8.0,13021.0
-84.7630954422135,166.2218100870679,1.0,10436.0
-85.52039448087105,165.6720506129005,9.0,11194.0
-85.87741591270851,175.22501181718633,3.0,5911.0
-85.03315020884672,175.03211622876145,6.0,10527.0
-83.47245744731211,175.12089108249114,7.0,14209.0
-87.13302929082963,176.5789867883776,6.0,14270.0
-85.02785540896163,177.6722833703685,6.0,14216.0
-85.63518161515542,173.03674986363285,2.0,7039.0
-84.35987794836944,176.94610197500933,2.0,13135.0
-83.82468226447804,175.61566529660507,2.0,9952.0
-84.48494640853804,176.42905670192917,3.0,4942.0
-85.48880052042503,175.89838918422035,6.0,11357.0
-75.51870595799517,-175.88786998959776,9.0,5540.0
-74.91148561209903,-175.15962019668066,9.0,12312.0
-74.28874807217304,-175.31692712028166,9.0,7740.0
-73.83323597803879,-173.5551870480545,2.0,13816.0
-76.84880823282538,-175.21523743264854,5.0,8557.0
-75.3426849015055,-173.68625736224772,6.0,13974.0
-75.40866630727372,-175.01417390809596,3.0,4432.0
-74.20398458957207,-175.10930320138843,2.0,3829.0
-75.00047914132568,-175.53510713062576,3.0,13268.0
-73.05450176227775,-174.1918132297157,6.0,11971.0
-74.90487793196107,-166.12026350992804,1.0,5505.0
-74.4009339219695,-164.5248060407011,3.0,10258.0
-74.28068071234742,-165.9759998495262,6.0,5132.0
-75.00559451884655,-165.95457084242975,6.0,10161.0
-72.93975399069244,-163.1886792868985,2.0,11464.0
-75.3400897386082,-163.8671913679089,2.0,5644.0
-75.94260812737747,-162.22639992187928,5.0,8827.0
-74.92361779899974,-165.10712256361472,9.0,4821.0
-75.18997218976021,-167.09002897676552,10.0,5858.0
-75.51818930184024,-164.5891205467082,3.0,8485.0
-74.2779694031964,-155.02653445858851,10.0,6473.0
-75.58589250573947,-154.92650413080355,1.0,5987.0
-74.92912067832322,-155.94201895936646,9.0,9019.0
-74.70301729183048,-157.8979710665444,7.0,6393.0
-74.94126481116095,-155.9739921637216,1.0,10870.0
-75.70193338066673,-155.26936470299444,7.0,12886.0
-75.14324945192713,-155.3030998168371,3.0,7267.0
-75.19450339668455,-153.73491912997554,4.0,11970.0
-75.08189903218917,-153.2131888314328,8.0,5904.0
-75.33278771391775,-155.07541073210504,7.0,5133.0
-75.48354228089558,-145.3850789536201,2.0,3905.0
-76.99908890472175,-144.53352229370458,4.0,5877.0
-74.8070461866697,-145.2604412812197,8.0,11574.0
-74.44379238053341,-145.14417967313807,7.0,13102.0
-74.43223547354383,-146.4453509260332,7.0,5267.0
-75.65054484657061,-145.29450162038174,10.0,9322.0
-74.52593669511894,-145.8013669994188,5.0,6392.0
-74.30141568095537,-142.44973557785514,4.0,8600.0
-72.98132997968395,-143.9332346569245,3.0,13662.0
-75.41920099191177,-144.97876383038476,3.0,6477.0
-73.116078899989,-133.86120685335746,10.0,3838.0
-74.5076844604578,-135.48213601362718,7.0,6575.0
-76.07256104289287,-134.10267093184234,10.0,4389.0
-76.33374462767551,-133.6638937096649,6.0,5029.0
-73.54048839358998,-137.0588076438864,5.0,9890.0
-76.07835780085217,-133.94149850585055,10.0,8963.0
-74.37061911975253,-135.8655695140403,7.0,7774.0
-74.02432976289624,-133.50804610940682,3.0,14271.0
-74.19510360622724,-136.14557882728766,6.0,12354.0
-74.83612040473953,-134.618295107018,10.0,14268.0
-75.49850571400016,-124.18285548606865,5.0,11959.0
-74.86519927976357,-125.24286897831075,3.0,8733.0
-74.09656761271285,-123.99645840915332,5.0,5962.0
-76.44440056976723,-124.63592830981878,9.0,5222.0
-74.35107348856668,-125.27200722934477,4.0,5567.0
-74.37562409209191,-124.99313803609324,3.0,8282.0
-75.324429423331,-125.38115573718848,8.0,4282.0
-76.75762225060193,-124.81467478772062,1.0,3727.0
-75.11439284430601,-125.16703949213168,10.0,7670.0
-77.43689716300403,-123.73157744494108,4.0,10150.0
-74.78989806917872,-113.90304798833591,10.0,3635.0
-74.32952359148474,-113.45272931342284,1.0,4766.0
-74.63465694116513,-114.55396056473764,5.0,9616.0
-76.28342698877196,-114.8841706339739,7.0,11670.0
-74.13284361525174,-116.26903930148248,8.0,10824.0
-74.90198960295531,-114.9479145211037,8.0,6765.0
-74.95237055958518,-116.26673758956431,8.0,5346.0
-74.73817543688922,-114.17507806023234,2.0,11691.0
-75.2601232028384,-114.28520821546148,2.0,10392.0
-75.62846737527548,-115.92258785992156,10.0,8531.0
-74.58957360406184,-104.0687725625668,3.0,10675.0
-74.7359506367786,-104.20460056318404,10.0,13348.0
-75.76123860798947,-105.90414577700956,6.0,9016.0
-75.8612733061656,-104.472836377903,3.0,4114.0
-75.31605056534924,-106.62696458482814,8.0,10677.0
-74.30395601053081,-104.48699623841524,10.0,4372.0
-75.13463240402623,-106.41139922623596,4.0,6416.0
-76.2057076365467,-104.18051391134284,3.0,13218.0
-73.92680417450259,-105.58431655535723,4.0,6599.0
-76.20534064160444,-106.35995922472466,1.0,13524.0
-73.47136300531109,-95.58421353702524,3.0,9591.0
-76.73157368306312,-93.491711890882,9.0,3791.0
-76.18315070195493,-95.1756994951012,7.0,4685.0
-74.54391448025736,-96.65859084435284,10.0,12137.0
-76.89549177187831,-95.9148244866036,6.0,4023.0
-73.98237753000878,-95.2858663148526,7.0,13005.0
-74.64949394073392,-94.00770356914722,10.0,8728.0
-75.8099255829866,-95.3627333145542,4.0,3925.0
-73.61764039789638,-96.33429132967004,10.0,6916.0
-77.08314583897527,-94.74058703902368,8.0,6600.0
-75.56824272624185,-85.46304014158878,2.0,4789.0
-76.53852634089102,-85.00775626241389,8.0,8318.0
-73.67691746934676,-86.24395678106131,5.0,5267.0
-75.74006952520853,-85.00887283362556,10.0,13767.0
-75.11590538621735,-83.8576248522227,5.0,9651.0
-75.46057236325431,-85.6662807379204,5.0,10209.0
-75.56289945340764,-85.54122448829096,6.0,6077.0
-75.02459619479787,-84.83413141575922,3.0,9516.0
-72.23671032351452,-83.43546616660143,3.0,4756.0
-76.20207790311812,-85.70956770912298,2.0,9756.0
-73.77288503134719,-76.37740464603898,5.0,10888.0
-76.0718254175394,-74.15223555911285,9.0,11837.0
-75.41719147877649,-73.44237160518921,2.0,12290.0
-73.62766727426653,-74.4644884197319,10.0,9408.0
-74.69490414295231,-74.69675298955323,1.0,10261.0
-74.40309606823632,-74.60770542582827,9.0,4686.0
-75.41354730134881,-74.98345324113623,5.0,6238.0
-76.26512775047138,-74.96163113531804,9.0,9601.0
-77.10455069665132,-75.31457655380322,10.0,8995.0
-76.2298721329844,-73.81911679623391,5.0,9294.0
-75.86932575758307,-63.72524933904324,7.0,6256.0
-74.97637237251858,-64.00690707580497,10.0,4484.0
-75.88384316575089,-65.89438312397255,9.0,11508.0
-74.29847652425171,-64.4484972118607,8.0,6259.0
-75.39500383177047,-64.05658817806095,9.0,5331.0
-73.43544614561984,-66.65462005000167,10.0,8114.0
-74.4951465290264,-65.08314160929281,1.0,8860.0
-74.4243854904527,-66.14488006244433,2.0,9672.0
-73.45174792584659,-63.421392989019424,1.0,9688.0
-72.80564684708399,-63.34451997020629,2.0,12757.0
-76.96996708857175,-55.044711060000665,8.0,6371.0
-73.33621757251342,-56.15880612375875,2.0,10253.0
-74.06742170358473,-54.89884667653453,8.0,10492.0
-75.8319912747485,-55.71139603540582,2.0,7947.0
-74.28699748148992,-52.967130294041255,5.0,4648.0
-74.49582414885285,-54.48127417486052,10.0,12480.0
-73.16020357495745,-55.11556477425019,3.0,13108.0
-73.68039730396458,-56.01157610541015,6.0,10853.0
-74.99247871415282,-54.6457157866627,6.0,8093.0
-76.04351302856897,-55.81110283341762,5.0,10045.0
-73.81142845646046,-44.04347366515408,5.0,4822.0
-73.9688365923977,-44.38718839648479,8.0,10802.0
-75.29413964201294,-43.67026691828278,1.0,12997.0
-75.21064071881987,-44.37579070452279,3.0,10886.0
-75.11284463861782,-46.50590912274427,2.0,12702.0
-74.6086625081393,-44.66374119413588,3.0,13433.0
-74.82567284093841,-45.06387128948026,5.0,3781.0
-74.13214539074227,-44.71245177377142,6.0,12185.0
-74.51472814611151,-45.17163738580918,10.0,9415.0
-74.2825390704457,-45.76166415994807,2.0,5827.0
-75.27462703207985,-36.04025933096676,9.0,9505.0
-75.67662005841704,-35.38948375235159,4.0,6182.0
-72.37369713255515,-33.985387142379345,8.0,10243.0
-76.23690481845237,-33.92299478780315,3.0,7066.0
-74.10224168281859,-33.74734000776996,3.0,14313.0
-75.02335048735664,-35.42815725661876,5.0,6052.0
-76.91168610071169,-34.85334413847639,5.0,11798.0
-74.09590537396731,-34.66449596388806,3.0,8324.0
-75.89965614353147,-33.88395864078927,2.0,9840.0
-73.58353000119111,-33.64564561710445,9.0,5058.0
-75.52225701225946,-23.54061434907393,4.0,10123.0
-75.85962692932826,-23.148250342482616,6.0,9793.0
-75.27579781795137,-25.078856340876644,4.0,4337.0
-76.15397612775271,-24.896319197267687,3.0,7763.0
-75.08909787917794,-23.61419628684495,9.0,13980.0
-73.33702031563958,-24.4237323669733,6.0,14243.0
-75.86548368182483,-25.338964017139485,4.0,4504.0
-73.19990727632573,-25.375564220883703,1.0,7750.0
-75.2813937660552,-24.451810905014025,3.0,11216.0
-74.81319803863327,-25.725827494321457,2.0,4492.0
-75.04659437393929,-13.808795609306536,5.0,10494.0
-74.67661469228742,-14.42520492112625,8.0,13721.0
-74.99602292476932,-15.927957478297744,4.0,11681.0
-74.69634050390235,-15.23814000325249,7.0,10790.0
