lat [deg],lon [deg],priority,duration [s]
31.2347,121.5064,2.0,9564.0
43.7417,-79.3733,6.0,6550.0
34.764,113.684,7.0,7391.0
37.436,116.359,6.0,6217.0
30.8372,106.1106,5.0,6441.0
36.6702,117.0207,3.0,10741.0
29.987,31.2118,9.0,10046.0
-1.2864,36.8172,2.0,7489.0
20.6767,-103.3475,3.0,9782.0
39.93,32.85,4.0,8027.0
36.202,117.087,9.0,4666.0
39.5383,116.6835,9.0,11310.0
31.2093,107.4678,5.0,5371.0
59.9375,30.3086,4.0,13811.0
25.6667,-100.3,10.0,11683.0
-19.9167,-43.9333,4.0,4422.0
33.6333,116.9683,8.0,4076.0
26.42,111.613,2.0,6862.0
29.031,111.699,3.0,6991.0
32.01,112.122,5.0,5049.0
16.795,96.16,4.0,13051.0
33.7628,-84.422,9.0,6858.0
38.9047,-77.0163,8.0,13821.0
27.338,103.717,10.0,12434.0
24.513,117.647,1.0,10862.0
-37.8142,144.9631,1.0,5152.0
27.816,114.417,4.0,6127.0
33.8626,115.7742,2.0,12636.0
33.9331,118.2831,2.0,6949.0
5.3167,-4.0333,2.0,5234.0
27.0912,114.9668,1.0,7834.0
25.275,110.296,8.0,7173.0
33.735,113.2999,9.0,10814.0
52.52,13.405,5.0,4280.0
31.1975,29.8925,7.0,6582.0
31.468,104.679,3.0,5653.0
-33.8678,151.21,4.0,7783.0
34.795,114.345,10.0,4307.0
41.3828,2.1769,5.0,10106.0
35.0267,111.007,2.0,9062.0
-33.9253,18.4239,9.0,8733.0
28.228,112.939,9.0,12667.0
21.5433,39.1728,9.0,6617.0
34.5206,109.471,1.0,11640.0
25.77,113.016,3.0,10069.0
22.5789,113.0815,10.0,6981.0
29.661,115.954,8.0,6606.0
34.5966,119.2214,2.0,8050.0
28.752,104.643,3.0,10663.0
27.5698,110.0016,3.0,6890.0
32.3912,119.4363,4.0,6864.0
32.4567,119.9229,3.0,10286.0
25.0464,102.7094,10.0,6353.0
28.5549,112.356,9.0,4124.0
43.897,125.326,2.0,13314.0
31.736,116.52,9.0,11041.0
34.0244,113.8201,5.0,4594.0
24.289,116.122,5.0,6486.0
43.8225,87.6125,8.0,12882.0
31.3,120.6194,5.0,7706.0
42.3188,-71.0852,9.0,12502.0
38.42,27.14,7.0,7764.0
23.112,109.599,9.0,8569.0
23.354,116.682,2.0,12981.0
34.5253,69.1783,10.0,5162.0
30.918,113.957,8.0,7301.0
12.6392,-8.0028,1.0,13617.0
28.871,105.442,5.0,9521.0
31.8206,117.2273,5.0,9333.0
37.739,115.669,10.0,9220.0
-3.7275,-38.5275,1.0,7875.0
30.5318,117.1153,4.0,5177.0
24.3264,109.4281,7.0,13074.0
40.769,114.886,8.0,5456.0
23.05,112.4667,5.0,13554.0
38.0425,114.51,4.0,10340.0
29.8603,121.6245,2.0,12677.0
47.3549,123.9182,10.0,11298.0
33.5722,-112.0892,1.0,5977.0
27.949,116.358,7.0,7442.0
42.257,118.888,4.0,14211.0
30.692,111.287,6.0,12027.0
31.9497,35.9328,6.0,11468.0
32.256,118.333,6.0,8027.0
36.088,111.519,8.0,4453.0
23.682,113.056,10.0,4004.0
34.3299,108.7088,3.0,3793.0
27.6998,111.9944,4.0,7926.0
37.383,117.971,4.0,8625.0
27.829,113.133,10.0,4102.0
37.8704,112.5497,7.0,10767.0
22.8167,108.3275,10.0,8697.0
45.7576,126.6409,1.0,12140.0
9.0667,7.4833,1.0,12394.0
35.4442,139.6381,10.0,5905.0
46.654,126.969,8.0,6914.0
34.8109,117.3238,4.0,7812.0
42.3834,-83.1024,5.0,4078.0
24.4796,118.0889,6.0,5833.0
29.5802,105.058,3.0,13365.0
45.5089,-73.5617,8.0,4058.0
26.0743,119.2964,9.0,13336.0
23.903,106.619,9.0,5426.0
31.3526,118.4331,6.0,3994.0
38.2858,109.7341,7.0,9396.0
3.5894,98.6739,7.0,5503.0
27.9938,120.6993,1.0,6651.0
31.811,119.974,6.0,9431.0
35.7627,115.0292,6.0,13962.0
35.2157,113.2419,2.0,10964.0
28.683,115.858,5.0,11697.0
47.6211,-122.3244,1.0,13886.0
7.3964,3.9167,5.0,8968.0
33.5333,-7.5833,9.0,14121.0
6.7,-1.625,10.0,14139.0
31.127,104.398,9.0,9976.0
35.18,129.075,9.0,11058.0
40.842,111.749,3.0,6532.0
24.693,108.085,10.0,6708.0
36.7539,3.0589,10.0,8990.0
39.6294,118.1739,9.0,11624.0
32.629,110.7987,10.0,5059.0
26.85,80.95,8.0,8301.0
36.3264,59.5433,2.0,5870.0
37.7558,-122.4449,9.0,8915.0
6.6944,-1.4028,10.0,13041.0
25.2631,55.2972,1.0,6071.0
41.108,122.994,6.0,5320.0
34.363,107.238,10.0,4115.0
21.981,108.654,10.0,5106.0
26.647,106.63,3.0,6533.0
32.917,117.389,2.0,13020.0
31.868,106.748,1.0,8322.0
30.533,105.593,1.0,4778.0
31.491,120.312,4.0,7401.0
32.5833,73.75,3.0,7787.0
33.0664,107.0232,7.0,13485.0
25.4526,119.0078,6.0,9697.0
32.188,119.424,8.0,12224.0
30.4564,106.6326,7.0,4035.0
31.4167,73.0911,3.0,14095.0
36.195,113.117,3.0,8028.0
27.7316,109.1895,10.0,13593.0
29.552,103.766,8.0,8028.0
-17.7892,-63.1975,6.0,12286.0
39.8882,119.5202,4.0,4259.0
26.9,75.8,9.0,7079.0
38.416,112.734,4.0,4795.0
36.0606,103.8268,9.0,9793.0
23.4767,111.279,7.0,13138.0
37.9842,23.7281,5.0,12224.0
32.8313,-117.1222,8.0,10456.0
9.03,38.74,6.0,4488.0
24.1439,120.6794,1.0,3898.0
32.6314,117.0194,6.0,7286.0
14.6133,-90.5353,6.0,3989.0
29.3697,47.9783,1.0,9191.0
47.4925,19.0514,6.0,3879.0
34.5809,105.7311,10.0,6386.0
35.417,119.527,6.0,3873.0
14.65,121.0475,1.0,7429.0
15.3483,44.2064,9.0,6004.0
41.3111,69.2797,8.0,8202.0
50.45,30.5233,10.0,12813.0
30.0771,103.8484,4.0,8400.0
37.4833,126.6333,4.0,7241.0
52.48,-1.9025,6.0,4390.0
26.6662,119.5477,1.0,11329.0
22.517,113.3925,2.0,4860.0
37.5133,122.1205,2.0,9476.0
40.1833,29.05,7.0,10331.0
44.9635,-93.2678,9.0,4289.0
-6.15,23.6,6.0,11528.0
20.0186,110.3488,10.0,10660.0
43.654,122.243,9.0,9340.0
41.571,120.453,9.0,9537.0
-16.4958,-68.1333,8.0,5456.0
39.0167,125.7475,8.0,4288.0
27.9945,-82.4447,7.0,5658.0
24.811,113.597,6.0,13089.0
23.7443,114.7002,6.0,14152.0
-15.7939,-47.8828,6.0,11213.0
15.65,32.4833,1.0,3853.0
-7.98,112.62,9.0,10181.0
48.7775,9.18,9.0,9323.0
46.589,125.104,10.0,11739.0
41.8933,12.4828,9.0,11142.0
40.6501,-73.9496,4.0,4401.0
22.615,120.2975,10.0,10854.0
27.8313,112.9454,3.0,4230.0
25.076,117.017,2.0,9323.0
40.6213,109.9532,3.0,5427.0
36.601,114.487,9.0,7608.0
41.129,121.148,3.0,4444.0
26.4499,80.3319,7.0,14399.0
39.762,-104.8758,9.0,14071.0
26.6418,118.1774,10.0,8086.0
23.9889,90.375,9.0,11631.0
22.7872,115.3756,10.0,8493.0
23.658,116.622,4.0,4400.0
-2.19,-79.8875,8.0,7348.0
36.708,119.162,1.0,8600.0
33.551,119.113,9.0,12604.0
36.8138,118.055,1.0,9489.0
32.6854,109.029,7.0,13704.0
2.0392,45.3419,5.0,9699.0
48.1375,11.575,2.0,6728.0
26.0865,119.298,1.0,9907.0
25.0375,121.5625,9.0,8276.0
-6.2349,106.9923,8.0,10608.0
33.5131,36.2919,7.0,8038.0
26.2634,117.6389,8.0,4504.0
21.857,111.983,8.0,3814.0
46.8,130.319,9.0,5148.0
33.583,114.0109,6.0,12393.0
6.2308,-75.5906,8.0,13022.0
35.608,104.592,4.0,12305.0
30.0511,120.5833,6.0,13792.0
37.4646,121.4478,4.0,5768.0
23.112,114.416,6.0,12350.0
28.468,119.923,5.0,11886.0
30.939,118.759,3.0,11475.0
36.205,49.6872,1.0,14156.0
25.146,82.569,6.0,4113.0
29.339,104.779,2.0,8309.0
53.55,10.0,4.0,9659.0
32.436,105.844,6.0,4483.0
3.4206,-76.5222,6.0,9215.0
30.2011,115.039,6.0,10761.0
36.6224,101.7804,10.0,4650.0
-15.4167,28.2833,10.0,8881.0
12.3686,-1.5275,2.0,12842.0
3.8667,11.5167,4.0,10950.0
22.2716,113.5769,8.0,13482.0
40.711,120.837,3.0,3832.0
25.112,99.161,3.0,9269.0
21.4225,39.8233,1.0,12253.0
49.25,-123.1,4.0,7529.0
40.7523,120.828,1.0,12186.0
33.8983,35.5057,9.0,9058.0
-12.9747,-38.4767,2.0,12388.0
44.4325,26.1039,1.0,14381.0
33.3702,104.9603,7.0,13276.0
21.1497,79.0806,9.0,7984.0
40.7498,-73.7976,1.0,11460.0
43.8519,126.5481,8.0,4915.0
42.2237,123.726,3.0,6198.0
5.55,-0.2,2.0,6047.0
22.9152,112.0445,6.0,13195.0
-6.2333,107.0,9.0,6854.0
35.8717,128.6017,8.0,7588.0
28.67,77.42,7.0,10000.0
34.6197,112.4539,9.0,5113.0
-27.4678,153.0281,7.0,12624.0
26.2531,105.9476,4.0,11052.0
33.9381,-117.3949,9.0,9490.0
40.625,122.219,1.0,8444.0
6.9344,79.8428,9.0,8243.0
30.129,104.627,7.0,5079.0
40.3953,49.8822,6.0,10842.0
-18.91,47.525,10.0,6712.0
44.5514,129.6329,5.0,3615.0
33.59,130.4017,9.0,11594.0
36.65,109.494,6.0,11471.0
35.491,112.852,4.0,3933.0
31.981,120.894,10.0,7077.0
23.884,100.089,4.0,5002.0
24.347,102.527,2.0,10838.0
36.2333,-115.2654,5.0,9227.0
10.4806,-66.9036,7.0,13258.0
-6.1703,106.6403,5.0,4349.0
23.7501,109.2212,2.0,5416.0
37.8667,32.4833,2.0,10627.0
26.126,86.605,10.0,4120.0
48.2083,16.3725,8.0,7623.0
32.6447,51.6675,1.0,7199.0
39.3051,-76.6144,2.0,14015.0
37.434,118.6746,2.0,8284.0
40.1167,124.3833,6.0,3725.0
35.7278,107.64,9.0,11630.0
30.7824,106.1281,10.0,8359.0
6.2069,7.0678,3.0,12948.0
28.6557,121.4208,4.0,12948.0
31.669,118.507,8.0,11102.0
-17.8292,31.0522,6.0,10786.0
-31.9559,115.8606,9.0,14225.0
38.6359,-90.2451,9.0,9828.0
11.5694,104.9211,7.0,12156.0
-6.394,106.8225,6.0,4946.0
59.3294,18.0686,3.0,14397.0
23.298,116.166,6.0,5822.0
33.956,116.798,10.0,7070.0
22.3167,114.1833,6.0,11008.0
-31.4167,-64.1833,3.0,6325.0
20.8651,106.6838,2.0,8222.0
6.9042,122.0761,2.0,5372.0
22.377,107.365,7.0,5369.0
33.6,73.0333,5.0,4067.0
45.5371,-122.65,10.0,6789.0
12.0,8.5167,1.0,13644.0
31.322,120.985,4.0,13411.0
23.1367,-82.3589,8.0,6308.0
24.4042,111.5672,4.0,8907.0
35.5424,106.6649,5.0,11608.0
22.3,73.2,7.0,12096.0
-3.1189,-60.0217,3.0,9654.0
24.7816,118.5517,2.0,6200.0
29.4632,-98.5238,8.0,7174.0
22.3,70.7833,8.0,4306.0
33.868,109.9244,9.0,6803.0
17.7042,83.2978,3.0,6208.0
34.7732,111.2004,7.0,11214.0
45.62,122.838,3.0,7562.0
32.1567,74.19,4.0,7075.0
36.2,37.16,9.0,12571.0
32.525,-117.0333,9.0,8969.0
5.9614,10.1517,9.0,9880.0
53.9,27.5667,8.0,13980.0
22.7167,75.8472,6.0,13041.0
35.8272,50.9489,9.0,13118.0
-5.897,22.4488,4.0,12266.0
34.0144,71.5675,4.0,8062.0
43.0619,141.3544,2.0,3895.0
38.5677,-121.4685,6.0,7684.0
51.55,5.0833,7.0,12494.0
27.659,113.887,9.0,13980.0
19.6097,-99.06,8.0,6414.0
43.24,76.915,1.0,13776.0
30.3005,-97.7522,9.0,11957.0
38.485,106.225,1.0,4341.0
-23.9369,-46.325,1.0,10736.0
-15.7861,35.0058,3.0,11256.0
19.1972,72.9722,3.0,14219.0
28.4773,-81.337,4.0,13503.0
22.9833,120.1833,1.0,7467.0
40.082,113.2981,1.0,7654.0
30.1978,71.4697,9.0,6807.0
-17.8,-63.1833,3.0,7392.0
4.8242,7.0336,8.0,10131.0
45.295,130.969,1.0,9094.0
41.881,123.957,8.0,7032.0
52.23,21.0111,6.0,9643.0
21.481,109.12,8.0,4805.0
42.022,121.67,1.0,11735.0
37.929,102.638,6.0,9941.0
43.1668,124.3506,8.0,6311.0
18.3985,-66.061,8.0,11203.0
36.8,34.6333,10.0,13863.0
23.2599,77.4126,1.0,8042.0
36.34,43.13,10.0,13730.0
-11.6647,27.4794,7.0,4872.0
7.07,125.6,3.0,6950.0
-25.4297,-49.2711,1.0,8724.0
37.3012,-121.848,7.0,8820.0
34.1299,118.7734,8.0,10849.0
37.0,35.3213,1.0,12047.0
-0.22,-78.5125,10.0,8712.0
40.4397,-79.9763,6.0,9728.0
-4.2694,15.2711,4.0,5433.0
25.3792,68.3683,3.0,6145.0
37.91,40.24,2.0,7804.0
39.7771,-86.1458,8.0,13931.0
18.6186,73.8037,2.0,13484.0
23.5889,58.4083,2.0,7567.0
-34.8836,-56.1819,8.0,3649.0
39.3317,112.4329,7.0,12768.0
40.7834,-73.9662,1.0,10199.0
39.1413,-84.506,3.0,5647.0
39.1238,-94.5541,6.0,10295.0
25.594,85.1376,9.0,12584.0
14.1058,-87.2047,6.0,12114.0
0.3136,32.5811,1.0,5198.0
41.4764,-81.6805,10.0,6886.0
30.82,108.4,4.0,6295.0
31.656,120.753,3.0,10576.0
50.2401,127.521,10.0,10048.0
9.5092,-13.7122,2.0,12097.0
24.9612,118.3849,6.0,8440.0
14.65,120.97,10.0,3990.0
-20.0744,30.8328,9.0,8983.0
24.965,121.2168,6.0,7845.0
55.05,82.95,8.0,11435.0
22.09,82.15,10.0,7251.0
-6.99,110.4225,1.0,7149.0
29.2917,117.1986,8.0,6615.0
30.91,75.85,4.0,8528.0
41.279,123.176,10.0,7851.0
35.0833,117.15,9.0,13409.0
24.3667,88.6,4.0,10341.0
13.3558,-9.5517,4.0,12651.0
31.839,120.295,7.0,7991.0
39.47,-0.3764,8.0,9526.0
27.18,78.02,1.0,11867.0
21.1167,-101.6833,10.0,14232.0
19.0333,-98.1833,6.0,3995.0
39.9862,-82.9855,7.0,12880.0
5.3167,-4.0667,1.0,10234.0
35.748,114.297,6.0,3784.0
29.61,52.5425,10.0,4611.0
9.9252,78.1198,5.0,3945.0
30.8925,120.0875,5.0,10378.0
38.0814,46.3006,4.0,5520.0
22.7925,86.1842,9.0,4048.0
10.6333,-71.6333,3.0,6561.0
42.7,23.33,9.0,9162.0
9.9325,-84.08,4.0,4970.0
25.4358,81.8464,7.0,8744.0
-2.9861,104.7556,1.0,14341.0
35.5167,139.7,2.0,9544.0
34.69,135.1956,10.0,12112.0
30.747,120.756,7.0,6938.0
-1.9439,30.0594,3.0,14113.0
29.117,110.479,2.0,11728.0
36.5451,104.1389,4.0,5797.0
23.4,110.0833,6.0,9009.0
21.7333,110.2833,10.0,11487.0
28.1958,115.7833,8.0,11982.0
30.01,103.0415,2.0,5476.0
30.1667,121.2333,8.0,4654.0
8.9833,-79.5167,10.0,12281.0
6.3333,6.8333,5.0,13220.0
20.9143,110.0967,3.0,9261.0
35.1653,126.8486,10.0,6738.0
-3.4,24.42,7.0,6344.0
-8.05,-34.9,2.0,13095.0
19.9975,73.7898,10.0,4151.0
10.1833,-68.0,6.0,4435.0
6.1667,6.7833,3.0,10504.0
24.4667,54.3667,10.0,13162.0
20.7167,-103.4,5.0,8058.0
36.35,127.385,8.0,5019.0
40.8501,-73.8662,1.0,3750.0
56.8356,60.6128,9.0,12026.0
32.688,112.087,8.0,9717.0
29.079,119.647,8.0,4790.0
35.0117,135.7683,10.0,10439.0
52.3728,4.8936,2.0,8593.0
34.398,117.89,9.0,4122.0
-0.3581,42.5453,9.0,12221.0
31.8767,120.556,9.0,7600.0
36.7335,-76.0435,7.0,7003.0
14.6928,-17.4467,4.0,13649.0
-16.6667,-49.25,2.0,10300.0
35.2083,-80.8303,2.0,5760.0
27.7833,120.625,2.0,9419.0
23.6139,58.5922,9.0,8073.0
49.9925,36.2311,4.0,5840.0
28.3667,121.3667,7.0,5754.0
21.9244,110.8422,2.0,7368.0
28.4211,77.3078,8.0,8707.0
24.47,39.61,5.0,6844.0
22.8167,89.55,7.0,7016.0
47.9203,106.9172,5.0,13132.0
25.7167,119.3833,2.0,11606.0
38.7225,35.4875,9.0,11619.0
32.08,34.78,2.0,3896.0
37.9978,106.1986,3.0,6848.0
36.7769,119.9884,8.0,7172.0
-6.2889,106.7181,3.0,12418.0
37.8571,113.5804,10.0,7433.0
41.2903,36.3336,6.0,6970.0
28.278,112.552,6.0,6150.0
55.6761,12.5683,10.0,13420.0
60.1708,24.9375,8.0,14285.0
50.0875,14.4214,7.0,3994.0
45.4669,9.19,10.0,7051.0
-36.8406,174.74,6.0,12207.0
19.4572,-70.6889,6.0,4268.0
30.6654,117.4916,7.0,11349.0
-5.1619,119.4362,5.0,8147.0
27.26,111.7442,8.0,3764.0
-30.0331,-51.23,7.0,11610.0
29.7149,118.3376,5.0,11535.0
10.9833,-74.8019,6.0,8995.0
30.515,47.81,3.0,10757.0
41.4868,123.685,1.0,12981.0
35.8614,139.6456,10.0,6082.0
-23.4628,-46.5328,9.0,11306.0
31.745,-106.485,6.0,12106.0
21.9831,96.0844,8.0,9544.0
35.909,117.768,1.0,10119.0
30.9333,117.7667,7.0,4886.0
51.05,-114.0667,8.0,12269.0
28.98,77.71,8.0,13172.0
44.826,126.55,3.0,11953.0
-1.4558,-48.5039,5.0,10853.0
41.7283,125.9397,7.0,3619.0
21.664,110.6396,6.0,12415.0
41.944,126.4147,4.0,9566.0
-34.9275,138.6,5.0,10846.0
40.8824,122.6852,10.0,5192.0
43.0642,-87.9675,10.0,14123.0
41.823,-71.4187,5.0,12641.0
30.3322,-81.6749,3.0,10020.0
31.36,119.815,10.0,9640.0
-8.8053,13.2444,5.0,8530.0
41.1621,-8.622,1.0,7520.0
-32.9575,-60.6394,2.0,5536.0
18.0,121.8,7.0,5033.0
-26.2678,27.8585,9.0,7305.0
1.13,104.0531,10.0,14077.0
23.1667,79.9333,10.0,13869.0
32.246,120.591,2.0,9262.0
33.5819,119.028,4.0,7322.0
53.35,-6.2603,7.0,7706.0
55.7964,49.1089,7.0,12008.0
26.8552,100.2259,5.0,11805.0
32.912,119.8526,5.0,12738.0
39.6333,27.8833,1.0,5885.0
14.098,-87.21,10.0,10344.0
36.1833,117.6667,7.0,4339.0
25.3575,55.3908,6.0,10236.0
30.664,113.167,5.0,9092.0
19.2502,73.1602,9.0,4180.0
56.3269,44.0075,7.0,7169.0
33.9299,116.45,8.0,11677.0
-6.84,107.9208,4.0,13497.0
10.0333,105.7833,9.0,4716.0
50.8467,4.3525,10.0,3929.0
37.2667,127.0167,7.0,7894.0
29.3069,120.0753,1.0,13101.0
34.602,105.918,6.0,13506.0
19.3607,72.7956,2.0,13630.0
26.5964,104.8314,9.0,10958.0
26.5824,101.7184,1.0,9742.0
-22.9058,-47.0608,9.0,6760.0
22.7,110.35,10.0,9708.0
46.6762,131.1416,4.0,4233.0
-4.05,39.6667,8.0,6067.0
28.6092,76.9798,7.0,10077.0
27.8186,114.9167,8.0,3976.0
34.64,50.8764,5.0,6598.0
9.5631,44.0675,7.0,10969.0
3.1167,43.65,5.0,12791.0
38.9248,100.4499,4.0,13048.0
25.3189,83.0128,8.0,14228.0
34.3914,132.4519,7.0,4925.0
18.7953,98.9986,1.0,4425.0
44.82,20.46,9.0,9194.0
11.8333,13.15,8.0,4725.0
55.1547,61.3758,4.0,4683.0
1.13,104.0531,8.0,11164.0
26.218,104.103,8.0,12839.0
0.0478,18.2558,9.0,4810.0
25.2867,51.5333,6.0,9892.0
31.3047,48.6783,2.0,14298.0
42.3167,69.5958,5.0,12991.0
32.8872,13.1914,8.0,10008.0
34.09,74.79,7.0,5244.0
36.1715,-86.7842,5.0,9879.0
42.888,125.1447,2.0,12169.0
19.88,75.32,9.0,11039.0
-7.7167,109.017,5.0,6236.0
40.7776,-111.9311,10.0,13675.0
54.9833,73.3667,8.0,11015.0
14.75,-17.4,7.0,9405.0
53.2028,50.1408,10.0,14376.0
28.1637,113.6433,10.0,9597.0
-5.45,105.2667,6.0,13034.0
35.8324,-78.6429,1.0,6817.0
27.692,111.664,2.0,8330.0
29.8402,112.9048,3.0,12228.0
23.7998,86.4305,3.0,8722.0
19.7475,96.115,8.0,4876.0
5.1167,7.3667,6.0,8928.0
36.0193,113.86,4.0,12650.0
29.7167,120.2333,5.0,4564.0
28.2721,117.0395,3.0,11024.0
53.5344,-113.4903,9.0,7787.0
26.4223,112.8598,6.0,4527.0
35.55,129.3167,6.0,9440.0
47.728,128.841,2.0,5028.0
6.3333,5.6222,6.0,7188.0
-3.3833,29.3667,3.0,12345.0
36.01,106.257,7.0,9743.0
30.328,113.443,1.0,14004.0
47.2225,39.71,9.0,10808.0
-25.9667,32.5833,2.0,8188.0
-2.5,28.8667,4.0,9657.0
31.64,74.86,8.0,13573.0
6.8333,3.65,7.0,7259.0
34.1511,113.4733,3.0,10795.0
27.88,78.08,3.0,10818.0
18.4667,-69.95,7.0,9692.0
-6.5966,106.7972,1.0,14265.0
42.8747,74.6122,5.0,7550.0
41.7225,44.7925,3.0,9125.0
26.1722,91.7458,10.0,11786.0
54.7261,55.9475,2.0,12536.0
34.0433,-5.0033,5.0,10136.0
-2.5167,32.9,8.0,7665.0
10.95,106.8167,4.0,14209.0
32.6633,-115.4678,9.0,8369.0
37.39,-5.99,10.0,3806.0
7.5167,5.75,5.0,10768.0
32.795,120.519,1.0,10528.0
38.516,114.99,5.0,11106.0
39.7334,98.4943,8.0,11218.0
9.4075,-0.8533,8.0,8049.0
30.05,121.15,3.0,13132.0
30.652,113.8274,3.0,6364.0
43.5053,124.8224,6.0,6406.0
12.11,15.05,4.0,7750.0
-6.7889,39.2056,5.0,10875.0
50.9364,6.9528,7.0,6906.0
56.0089,92.8719,2.0,3849.0
36.0,119.4167,5.0,8279.0
30.3914,114.8949,6.0,11803.0
51.1472,71.4222,9.0,12911.0
19.4081,-99.0186,7.0,4931.0
18.0858,-15.9785,9.0,9641.0
22.58,88.3294,8.0,3702.0
37.2333,127.2,5.0,8911.0
30.5333,120.6833,7.0,7829.0
40.1814,44.5144,10.0,8303.0
23.36,85.33,6.0,8542.0
37.5295,-77.4756,2.0,9243.0
19.4006,-99.0148,1.0,7432.0
26.2124,78.1772,10.0,7995.0
45.4247,-75.695,7.0,9309.0
37.5002,105.1968,1.0,8708.0
59.9133,10.7389,7.0,3742.0
37.65,126.8,4.0,5999.0
38.2682,140.8694,3.0,13218.0
35.99,119.3801,5.0,12006.0
27.6461,113.497,7.0,12218.0
10.0636,-69.3347,2.0,13886.0
47.3501,130.298,8.0,4786.0
30.75,76.78,10.0,7262.0
51.6717,39.2106,10.0,4973.0
12.1364,-86.2514,10.0,4261.0
29.22,79.52,2.0,5825.0
16.5193,80.6305,2.0,13937.0
58.0,56.3167,8.0,4599.0
21.6867,108.3547,3.0,5726.0
30.3931,104.5465,7.0,6206.0
-8.8214,13.2911,1.0,9769.0
0.5167,25.2,5.0,12054.0
36.857,118.791,4.0,8905.0
35.1087,-89.9663,4.0,3957.0
-2.5283,-44.3044,5.0,7450.0
26.28,73.02,9.0,8231.0
-25.9667,32.4667,9.0,10030.0
8.1333,4.25,6.0,11966.0
18.2533,109.5036,6.0,6465.0
25.56,89.25,6.0,7796.0
37.9375,58.38,8.0,8218.0
30.6333,120.5333,3.0,5387.0
28.85,121.1167,5.0,5614.0
37.7833,29.0964,2.0,11157.0
13.515,2.1175,3.0,8859.0
