lat [deg],lon [deg],priority,duration [s]
70.32480522122097,145.21984065784744,6,995160731.0
-55.55211003759488,48.81334425180623,4,1383726117.0
-37.143591814297515,139.60936249469358,6,1350318126.0
-69.2793984825571,-58.734753312588396,3,1188469042.0
14.117366320335208,18.50898880457521,1,804541983.0
-16.533759340382915,135.61917529369327,9,672033213.0
-17.076883924893835,-35.18847127485745,6,477899169.0
-8.448608423287055,-165.4195405287178,1,839667787.0
49.4407825113735,68.30953679715364,1,592565467.0
-20.40254790533247,179.2972312926059,1,1383543396.0
29.925105875885563,-32.74772071681542,10,1145842559.0
73.49192117458335,-18.613130471096127,10,600717626.0
64.36796738971742,25.717289326679037,3,998891692.0
-13.74347358381037,-131.27169541595407,3,531609137.0
31.395040017252512,-84.86067091111292,3,1119054457.0
58.405299427680774,-3.1921181257082765,10,715930944.0
25.87087474634116,-148.63955213456293,3,615566790.0
33.57219335431198,133.3482888647418,4,1363648003.0
-41.458368498885804,-156.4045687386823,8,941921473.0
10.159261235726959,-150.43411427288706,3,1060942188.0
9.841604667040315,136.77189799227824,9,889336564.0
-26.429115291413694,107.5915531341222,2,1414098724.0
-72.18551733354104,-158.41136668282064,1,677851680.0
37.025516580413125,-78.64924331888298,9,375092766.0
2.0753651878570167,30.484128796495213,4,502435344.0
27.571214213013832,-111.69614629282347,3,1241314281.0
33.47233951773053,149.8500102091478,10,919714120.0
-65.69958361827253,18.181178498105453,1,1432775929.0
-79.89516416139976,71.26648652305974,3,449330365.0
-12.004487666515558,-127.97589733979181,3,419203434.0
-43.398456849055485,-59.02534540109596,3,644313169.0
-55.3466541014245,89.41389426728256,4,556671424.0
-19.702569985965056,140.74471651080785,8,1365886988.0
78.57043275063154,-134.86275581372627,8,841623743.0
-47.21479168934216,-49.67329866026071,1,511054712.0
52.13240763469989,8.22740926368175,5,646533158.0
56.17883467200255,-122.47824922461052,7,643020839.0
1.9487479534810888,-72.30734981488762,4,896886761.0
-17.711874094235654,-57.19483652600242,10,1201200191.0
46.62876901934169,-44.02733169823202,5,1088033707.0
-28.43223614978364,-16.34183175417735,4,1418861662.0
84.14507381503637,-155.3795450523735,1,1176830970.0
-51.450921803002615,151.7429826000298,6,571947679.0
-52.51421581238485,-8.536842056032356,6,479359130.0
18.925250317026226,-10.897380330446993,5,1435668277.0
55.81139928380367,-153.71159831212637,2,692627137.0
19.8348777409347,145.52138175895539,8,1181030123.0
-35.4886772592696,-96.18212074543953,6,575122842.0
-37.86416217164599,116.07569340997799,5,699107111.0
-41.39234000915076,147.84765435768918,2,589606235.0
-17.107844032540825,-177.04520382674468,4,1326528824.0
87.92003200003165,32.5585214589471,5,1077209255.0
-55.49879875287767,96.42142074261926,8,1192707688.0
-76.98841657777636,164.54628596500567,9,435265421.0
20.46408639563556,-139.86885809516775,3,617694780.0
67.47083595780379,-87.65144444557765,9,498447280.0
-31.6407846115954,20.762613680119927,3,1401997608.0
51.506512922702996,57.120404850853674,7,1358938662.0
-63.37828192676972,-165.66458448831708,8,706728064.0
-82.82181099669101,-19.832492759553276,10,1073146049.0
79.43135397895418,136.416772169156,8,407532868.0
-38.5114061276016,-44.64525638866297,6,1007235585.0
40.96948384988363,-54.82793139974456,2,1038894664.0
21.671310693531424,21.793225190535907,6,1112641322.0
86.7709197380317,151.37957795059657,6,1323873835.0
-51.67099522624117,-64.03922457859562,5,1165843407.0
-49.74225038631667,38.658339300718694,5,1419790026.0
-83.35185079416401,-49.69224484048925,4,682785086.0
43.73695033144554,-140.75294591189925,2,1328894839.0
-11.473751671829916,71.8964640688524,2,897402202.0
24.414866764842344,-150.33709754074007,2,1304029001.0
30.806237427535663,-19.688949264938174,1,619148006.0
27.322729693771038,-75.61521252838845,7,1249428048.0
7.955188368033035,-96.27304948047744,4,1235736434.0
-41.60926869396504,152.99610902967027,1,680533292.0
-44.36500263860389,168.6608218884084,3,1204999281.0
48.02543183945508,-28.90814110293772,2,993908018.0
74.13018908349176,5.611465807150751,7,429158801.0
-77.08064593752255,-140.0258516391453,5,654205569.0
-77.94840169298242,-18.591929795336426,9,1020762203.0
49.832150584922886,-3.2565891769362167,10,538409946.0
28.229141078545183,-131.41378161649308,1,1309615907.0
-71.69486734964492,121.78745101706397,9,565002871.0
-64.91242153961545,-17.34530530733886,9,1192515475.0
-53.99342001855672,114.98122745634532,9,703791991.0
-54.94665956420041,39.654605206125325,5,654358661.0
19.105284268924564,10.355897671524872,8,853632334.0
57.74368569782203,118.99952136365943,1,1106752783.0
-24.092238399816964,-164.26887258299723,7,1329426840.0
15.1447444529543,-178.33251619438437,4,620415570.0
77.77457963989795,-63.728547529412154,2,561619650.0
79.10206963586378,-18.589543953981376,10,904244702.0
-70.32015268709492,-68.02014730400516,6,1282084972.0
-30.634139209792785,-44.49443761915924,4,482010001.0
2.3331474682927364,-32.624614709333486,4,1414533489.0
-67.0190938816363,-32.483928520607265,8,1198679950.0
-88.11287646691017,13.82491805720366,8,881502478.0
-34.192239224535456,10.408204657775883,8,1124693439.0
25.95121756373726,167.82379574705624,1,658448371.0
-2.5138409742677794,102.91117956040358,8,678765489.0
-16.911020808100332,96.73577415098282,9,994161646.0
50.27700248820125,-144.115172472683,3,834687600.0
62.79773091640794,-25.246170718889744,6,784100622.0
29.740778203593294,36.26639655374757,6,453211156.0
-19.136287626273585,-111.86944630970014,1,1191804726.0
-9.86568371220875,38.81484984194557,10,606456067.0
77.28065596779084,-45.06418868478593,1,1153758822.0
33.834378379943104,132.21957518558287,6,514427295.0
78.87979437015886,-90.85604770626303,2,710823972.0
17.907469679631348,158.62004736334325,5,554997604.0
63.88602929315991,40.36160647715215,8,927303695.0
24.085898541495368,-91.9462985664054,8,1322713378.0
63.63518758944949,-119.06450939033819,9,673085554.0
81.99378497543191,11.844584450695947,6,740571397.0
4.085295406586582,37.39290505565293,4,1324560994.0
-35.64247615869162,-175.70760274450848,8,1102922744.0
-83.32836150525031,-49.99622571169485,3,409338209.0
-87.72051560644137,-101.48821254872374,7,930150331.0
30.863066320200602,-30.905547358132452,4,1348762531.0
-62.63920002714539,70.86426836868154,5,372378442.0
13.60593192897133,-115.45332631182995,4,805233269.0
-50.005770634352025,-82.8121706167122,4,1438555554.0
-4.97645072364152,-53.14007039953617,8,411161405.0
-66.9113794736444,-65.8706305593747,10,1135272380.0
-7.5411552452595885,98.87608716808421,2,1277240647.0
-75.63390443790883,-162.76543831177372,10,1067315471.0
-35.98657726736547,98.96245953629204,1,935027333.0
35.96568082746913,-17.612706953399055,6,971982066.0
50.705824903134385,144.25554327100724,5,1303642261.0
-67.30725640546947,-75.4350799027524,2,754815554.0
69.64615849902822,11.730287401639117,7,774022694.0
46.775111123366315,0.8310596798069128,3,1003646255.0
-77.25280894120951,-46.062977200452906,5,502764803.0
6.138557668665868,132.5959659873348,7,833327820.0
-48.021949100290485,-86.5897476313184,6,954787981.0
27.064778114906332,-100.39002170206591,3,410848639.0
83.78989537067565,-153.02163250179441,3,403932141.0
-51.22214097706164,-144.52036518084202,6,482214307.0
-0.11657898073295314,145.55776177967135,10,1153099891.0
-65.58093672442969,-76.34505747443784,4,595667907.0
51.51412467013117,-69.6132501216562,3,1110083696.0
56.22658578080407,73.0131125675087,3,1193774573.0
-85.82120971799769,13.954627449941086,8,943501564.0
39.52700927064811,80.05852754199395,1,709752470.0
10.537702839220742,-148.00502070207546,10,385521284.0
-71.50751447635903,114.9890929179881,1,1134818646.0
8.3197578004755,62.030991452261134,4,1140570980.0
29.2262783325599,61.518643778993265,6,861685550.0
61.83835160517927,149.28742827974628,2,1377624609.0
-17.333718829509934,-48.34895101056193,2,962247057.0
56.26593478428876,-38.79449402002129,9,877372737.0
-7.249404953750286,128.27802351748988,8,1382747626.0
-82.81030770192407,135.55522923979964,7,363082368.0
-4.040732669864028,-7.201319713811131,9,656217600.0
75.80790933893942,-15.390318422936645,7,910587117.0
-61.35424169735691,134.9068972726252,3,1110269456.0
-63.6017612157182,119.55361153872417,10,672561214.0
44.248203569079266,-157.02939847838869,2,1139397706.0
-32.274550547206424,-108.39821802101703,4,1092054028.0
-25.1081079820043,-112.69719115978326,7,414901284.0
-29.255856435183418,-162.21309023864458,7,679834272.0
31.18077490048823,-140.76665526051218,5,979843888.0
35.87492435593691,148.2720510690595,6,1189769399.0
-54.29727938397161,80.91225685842733,6,998147970.0
32.50520620146298,-42.880117969879564,9,1356618555.0
-55.56613101662683,-6.621023645813523,1,1127825079.0
83.76803346167128,39.38343179973222,1,1036024199.0
-15.07179653672523,-28.74752903001564,10,1167704952.0
-44.76578924586035,-157.62031416893498,6,1178927915.0
40.702401349352044,-52.31948395328551,6,1120937400.0
33.471950202501446,-30.010330069059762,10,872239896.0
44.74104504975895,36.251427443483436,10,971626880.0
-53.55573024454055,83.40570927869527,7,676495935.0
-77.04290827183279,-18.4206507532341,9,847909123.0
36.67887082828791,-98.40223351381893,9,891144940.0
-69.59677674701577,-177.10905219726803,3,637133480.0
81.68812557705297,117.98851286791262,2,713162899.0
-88.44936833464021,-21.90050041569856,5,1335531751.0
18.223280891863524,-120.22469939064467,8,1150382374.0
-84.08103892033229,118.66532566959376,8,1055927108.0
21.199743540653003,117.14958439074229,4,1332095139.0
84.92520923480268,-103.33181978349646,7,894790830.0
-80.3809946993816,172.8510827043221,8,1267547811.0
-69.2984758026289,-152.64224598126032,3,1257890868.0
63.782080176775935,-112.98749568038362,6,613703092.0
24.61604949499052,78.1125485586341,2,1195941159.0
-43.24863877888664,-86.50872609383252,4,739535511.0
15.204522812620453,-53.735828163485735,2,920748213.0
1.5534437214987662,-128.25981926898154,3,554598037.0
-40.2335675212988,-13.42475228163704,4,684961129.0
-17.42171620516436,1.6774743546619106,2,1328820109.0
-53.02502627157074,155.60410534692102,4,583561242.0
11.392443620826128,-117.68390143542645,1,400205361.0
-56.944322810959775,113.30587597143005,4,719779117.0
-75.59039918378275,61.98621636096726,10,678034935.0
-54.42058184725214,-128.4297978877406,3,1049240332.0
86.38820829002705,-116.27471456560447,7,944676328.0
5.530309296365402,61.993789139365106,2,694420601.0
-74.30284254272405,-42.90569739602947,9,508575510.0
48.56070204369121,89.44692342889061,7,816062997.0
37.30249718263451,130.41438961606923,2,1115283849.0
79.94556632267901,123.73325929416751,6,794336924.0
43.604994252220195,161.15895723099123,9,836031818.0
36.656861269370054,-113.65056238427445,3,744561705.0
-1.4199770601612869,-81.38588700172235,10,1222535552.0
36.04374492704231,-132.60235289085279,4,1295265010.0
56.258080467821486,72.85056800338859,6,590748679.0
-11.280077846765977,-112.4769559503657,7,457249698.0
-87.12904675856196,-89.42971196259882,6,1125788104.0
-43.97628297022973,-105.67721000698586,2,1063465514.0
-64.29245596166963,-26.38972547360686,5,1315768590.0
1.4103640629598857,0.019732872557256087,7,432089628.0
-66.25641864226793,-146.7198801115729,8,724061751.0
50.852898433793,-169.04852239307615,10,1347711243.0
37.33097882100844,164.61763102514135,3,681312496.0
-13.177276718469457,-84.20171890418831,5,1122098336.0
-23.330734471301014,-17.188997539167588,6,841985244.0
-82.02523303777345,173.0629336932073,8,363986158.0
-5.642823474932257,9.185256293391063,4,1093612429.0
-39.474541750219615,-64.79006399948534,9,1082561093.0
-29.611685015141376,-76.60864529892082,6,1114486112.0
35.583617783394644,-42.78290750880299,4,710629255.0
2.185374791890652,-57.174422030928866,8,681772105.0
12.319328432670986,47.463788243955975,8,914827439.0
85.73363876366838,169.0259708052746,4,400868324.0
-77.2810509553085,-39.23791240523539,10,504932992.0
-79.3229035315786,-114.40931222719085,7,932303331.0
60.977625474237925,137.2155381726472,4,1383425911.0
81.16258410559004,-85.52170283916286,2,360178230.0
-11.224197199461372,-173.06060245258195,4,990544163.0
-14.916713949701617,91.36522592305965,10,404168245.0
84.86511367254414,-76.57729168816233,5,1006738935.0
-60.721602746786274,-79.3590074293371,6,1078695017.0
-85.47797123048538,-82.1895775724224,9,409827868.0
-38.63941647214221,168.82232290215887,8,1083342349.0
-61.610749173797686,-87.0706906227748,5,1138826027.0
30.73183543551221,-76.3908784211784,4,1212420538.0
55.91279655944223,139.52908870015386,10,1377446955.0
31.84605631425751,-56.79135721716527,10,1234632926.0
76.64108823684535,-124.23623601843283,10,1406583261.0
8.821521210993083,-41.70235593863566,1,910634795.0
79.02419634761483,117.0332461993807,9,1068600583.0
-39.552692768380204,162.4314348244007,2,763136709.0
37.07665192071168,-30.184794728009933,5,909392159.0
-36.375104274891015,62.75307260694822,7,700762188.0
-62.324121892285746,149.57250045197827,7,1012321206.0
-1.8741442574376208,139.6924417403198,2,1367704813.0
3.267378655945379,-147.4905146103352,1,1235557007.0
36.190407305210144,-101.56299513473023,6,1068943827.0
-68.38215960175853,71.89432179118026,10,1158824571.0
-17.60147910298386,-123.12199578125905,10,669389072.0
40.33897980258689,29.542077477878934,6,922134089.0
-78.50952675499772,131.25483135948906,3,403981285.0
28.260071186288286,-138.9788797041273,7,1424462703.0
-40.22452532313396,-122.34727066739333,3,1430710184.0
-0.9294838706902624,-81.3905191397045,7,1264740557.0
16.563747512802436,3.5488429046746433,4,549453272.0
25.099853104144103,-172.17055086390667,3,832556872.0
25.620411585875615,-177.48209674167848,3,1107499380.0
0.9689462221724483,18.044500653747775,1,1284525921.0
64.87014591914442,166.01880263367957,7,922064878.0
57.42656457230731,81.81628674638011,5,591570371.0
-55.73220648917448,-124.6909610567312,5,1121601063.0
10.177136580675196,30.184404931604178,3,1163876103.0
52.06909425140947,-97.33950460463016,7,1150433527.0
-20.68875239321727,149.0224095629514,8,927914538.0
-28.588294527678244,109.09810204794479,9,1108468392.0
36.160586931077376,-168.21363098864705,4,837485816.0
7.152421644822027,-87.75955122978037,9,1413986134.0
61.36241602186081,86.60264385723463,1,1367392039.0
-70.7674781050163,-15.388233419398091,6,1211736898.0
-54.23043715795603,-73.23621635638757,9,704127448.0
40.29546018592623,-52.39371881299479,6,1126978181.0
-83.52569180683487,5.5259396795510725,1,1303984308.0
-39.46451448927081,-91.58988802851842,1,426913864.0
8.56076417639217,-133.78117004312287,9,1226906221.0
-38.01558577606124,122.4477553156043,5,1214224742.0
-75.30028972684227,69.09123447154525,7,548188556.0
-37.221100396221814,44.39691842298521,9,1079589171.0
14.682498149994274,165.48850562734697,5,536095712.0
-72.48869768115985,110.29901498590704,9,1055644081.0
6.541642059277933,168.72536764819586,5,1179858162.0
-79.44021500431163,-22.540360738284903,9,428869383.0
-84.99924808447824,144.5594512417153,5,447315781.0
37.52404733711623,-133.47641761658096,1,1417899045.0
56.70673377529056,36.212422115717516,7,1200547472.0
38.37667285856301,23.008861527739555,1,1267624320.0
-31.5555196435529,58.94756785780794,5,560026270.0
12.702239332231386,78.8874306110365,1,435065250.0
-36.94955869352973,-138.8242966383461,5,536805098.0
60.828321630708444,-159.49419525021187,8,856785521.0
37.95247117076735,-109.6184004134511,10,1158407734.0
31.235714799824166,-41.19145550764949,6,618665983.0
26.776651910744462,-1.6613439560659629,6,878003294.0
-55.093723052449825,137.0061108056663,10,1436953566.0
68.610209511845,175.98506964642394,1,1270928763.0
-61.07719426984166,37.84017648117384,4,467543487.0
-23.425556700457136,-88.04197396712082,8,1262138612.0
79.0509973197455,158.79274712414656,10,448291920.0
22.20201881878539,-112.53064562349974,2,1095203800.0
-61.5179621473754,32.02821725595331,2,1206184338.0
-1.394696406916978,-17.717992961891525,5,1083810030.0
61.49710032433083,144.26115493016465,8,622916953.0
82.8815263878399,86.69060656752498,6,364923141.0
6.438711275062474,-62.06933687649885,7,652033262.0
-32.61526857256055,-33.891507073773425,5,397572052.0
8.889937350703022,-52.31317781973972,5,946459991.0
-89.68538710368694,-26.635491224775535,5,997543960.0
13.69904566582855,89.41785763372536,2,660933390.0
1.7112983185840136,-25.080065015385685,7,1289174956.0
-17.45931464951333,88.09794746866368,6,749948147.0
-50.067691995810975,-71.18874070360503,5,1239271574.0
-69.8090459641611,-136.5975569694974,1,948135721.0
-60.35911489532542,124.37700237113836,2,1331809542.0
-55.29638859830726,156.33820994783866,1,1132151875.0
-88.68479760187526,-120.016573183479,6,804841776.0
84.92610765237885,-164.79161942506073,5,855633535.0
-48.50687536522349,166.1141236625158,4,383255826.0
-47.42845386774431,-72.04071391468486,10,1209768845.0
2.1369368091254017,47.89140299120021,9,801463408.0
-12.996974682316718,-96.05059701578831,10,670857172.0
2.4576677849346,-53.417289252758934,8,1193582112.0
-27.640053997825568,-109.99631098837843,2,1210476710.0
49.98169766627092,-15.676343444452101,9,699531738.0
3.002639992264747,75.06328228722893,8,1321244772.0
2.817411259671246,-115.12063601281008,4,539139985.0
9.228896087536114,-66.97357858049006,8,1438051005.0
83.48735273183723,102.98071789949643,10,1023903865.0
69.86028293364194,56.14149729805882,9,1090129866.0
-18.60637907124918,-116.90476810634456,2,1131865985.0
62.36433277448526,71.46527980854461,8,385067584.0
70.273912668648,139.7725029479911,9,967382695.0
20.14252945079582,-91.88978595996137,1,1431402577.0
-87.86885922865501,-178.71078356647757,8,922509968.0
57.549490415541925,140.9824262089674,1,992778907.0
57.58022016417112,-52.232451730409934,2,748127736.0
65.4162423875606,136.84817977313435,3,1422363900.0
-5.37504363645715,83.1279594062886,9,480934228.0
-41.239739052428796,85.38729913201678,10,476939582.0
-81.90756679073361,90.13684825926407,9,586603339.0
20.26087719247809,-153.32352182437216,2,945415289.0
-71.94145953374252,39.84112570653815,9,1311885485.0
87.35608231992376,52.1525688164962,3,1315409542.0
-11.41125372772369,102.3144482294241,5,1062382394.0
-61.69728105501713,160.1168570339462,10,1257546174.0
-69.44526342748074,-174.53955706109883,5,1250166639.0
-7.722447902615173,37.10444294846235,2,1324629055.0
58.89663141205844,-61.54893326699538,5,928067506.0
22.265248811013393,148.0761933572876,6,465394711.0
-27.313513278613627,35.63691116554182,4,1321881888.0
-22.42697261695433,-89.24499933732062,6,771059227.0
53.10380908895041,-139.649041207401,7,585339093.0
-62.03625389573941,-92.09637320513794,7,1039622010.0
41.80057698464162,169.09452705616872,8,1220376749.0
33.38813100750251,35.46477483169707,10,784154536.0
-67.56906919763745,70.09786159247037,8,810579702.0
83.38340337845469,-158.94466650385897,4,396591292.0
36.04939782518771,-155.9104341876858,4,571142472.0
48.30463871290931,-176.98399772109647,9,835461166.0
-81.94910920732204,175.1654989547875,10,1405145079.0
-82.8031621234793,-166.42292675617762,10,607926422.0
-31.985869365150577,89.02153974678521,2,945545955.0
